seqnames	start	end	width	strand	promoterId	geneId	internalPromoter
chr16	2905985	2905985	1	-	prmtr.358	ENSG00000005001.5	TRUE
chr16	2907170	2907170	1	-	prmtr.359	ENSG00000005001.5	TRUE
chr16	2907927	2907927	1	-	prmtr.360	ENSG00000005001.5	FALSE
chr16	2908171	2908171	1	-	prmtr.361	ENSG00000005001.5	FALSE
chr19	18942747	18942747	1	+	prmtr.362	ENSG00000005007.8	FALSE
chr19	18943939	18943939	1	+	prmtr.363	ENSG00000005007.8	FALSE
chr19	18958942	18958942	1	+	prmtr.364	ENSG00000005007.8	FALSE
chr19	18959817	18959817	1	+	prmtr.365	ENSG00000005007.8	FALSE
chr19	18959891	18959891	1	+	prmtr.366	ENSG00000005007.8	FALSE
chr19	18960622	18960622	1	+	prmtr.367	ENSG00000005007.8	FALSE
chr19	18963807	18963807	1	+	prmtr.368	ENSG00000005007.8	TRUE
chr19	18965722	18965722	1	+	prmtr.369	ENSG00000005007.8	TRUE
chr19	18970192	18970192	1	+	prmtr.370	ENSG00000005007.8	TRUE
chr19	18973742	18973742	1	+	prmtr.371	ENSG00000005007.8	TRUE
chr7	26782094	26782094	1	-	prmtr.372	ENSG00000005020.8	FALSE
chr7	26894770	26894770	1	-	prmtr.373	ENSG00000005020.8	FALSE
chr7	26897297	26897297	1	-	prmtr.374	ENSG00000005020.8	FALSE
chr7	26897778	26897778	1	-	prmtr.375	ENSG00000005020.8	FALSE
chr7	26904362	26904362	1	-	prmtr.376	ENSG00000005020.8	FALSE
chr7	26904732	26904732	1	-	prmtr.377	ENSG00000005020.8	FALSE
chr7	27034858	27034858	1	-	prmtr.378	ENSG00000005020.8	FALSE
chrX	118602363	118602363	1	+	prmtr.379	ENSG00000005022.5	FALSE
chrX	118603240	118603240	1	+	prmtr.380	ENSG00000005022.5	FALSE
chrX	118604225	118604225	1	+	prmtr.381	ENSG00000005022.5	TRUE
chr4	110481361	110481361	1	+	prmtr.382	ENSG00000005059.11	FALSE
chr4	110482146	110482146	1	+	prmtr.383	ENSG00000005059.11	FALSE
chr4	110605596	110605596	1	+	prmtr.384	ENSG00000005059.11	TRUE
chr7	27224842	27224842	1	-	prmtr.385	ENSG00000005073.5	TRUE
chr7	102119354	102119354	1	-	prmtr.386	ENSG00000005075.11	FALSE
chr17	5364683	5364683	1	-	prmtr.387	ENSG00000005100.8	TRUE
chr17	5372380	5372380	1	-	prmtr.388	ENSG00000005100.8	FALSE
chr17	41739322	41739322	1	-	prmtr.389	ENSG00000005102.8	TRUE
chr7	11419382	11419382	1	-	prmtr.390	ENSG00000005108.11	TRUE
chr7	11582686	11582686	1	-	prmtr.391	ENSG00000005108.11	TRUE
chr7	11790979	11790979	1	-	prmtr.392	ENSG00000005108.11	FALSE
chr7	11871824	11871824	1	-	prmtr.393	ENSG00000005108.11	FALSE
chr17	33307513	33307513	1	+	prmtr.394	ENSG00000005156.7	FALSE
chr17	33307659	33307659	1	+	prmtr.395	ENSG00000005156.7	FALSE
chr17	33310471	33310471	1	+	prmtr.396	ENSG00000005156.7	FALSE
chr17	33313113	33313113	1	+	prmtr.397	ENSG00000005156.7	TRUE
chr17	33318656	33318656	1	+	prmtr.398	ENSG00000005156.7	TRUE
chr17	33321206	33321206	1	+	prmtr.399	ENSG00000005156.7	TRUE
chr17	33324053	33324053	1	+	prmtr.400	ENSG00000005156.7	TRUE
chr17	33329853	33329853	1	+	prmtr.401	ENSG00000005156.7	FALSE
chr12	48058626	48058626	1	-	prmtr.402	ENSG00000005175.5	FALSE
chr12	48091484	48091484	1	-	prmtr.403	ENSG00000005175.5	TRUE
chr12	48096599	48096599	1	-	prmtr.404	ENSG00000005175.5	TRUE
chr12	48099844	48099844	1	-	prmtr.405	ENSG00000005175.5	FALSE
chr16	20621565	20621565	1	+	prmtr.406	ENSG00000005187.7	FALSE
chr16	20685832	20685832	1	+	prmtr.407	ENSG00000005187.7	FALSE
chr16	20760740	20760740	1	+	prmtr.408	ENSG00000005187.7	TRUE
chr16	20775024	20775024	1	+	prmtr.409	ENSG00000005187.7	FALSE
chr16	20776005	20776005	1	+	prmtr.410	ENSG00000005187.7	FALSE
chr16	20781482	20781482	1	+	prmtr.411	ENSG00000005187.7	TRUE
chr16	20791203	20791203	1	+	prmtr.412	ENSG00000005187.7	TRUE
chr16	20794573	20794573	1	+	prmtr.413	ENSG00000005187.7	FALSE
chr16	20796372	20796372	1	+	prmtr.414	ENSG00000005187.7	TRUE
chr16	20807400	20807400	1	+	prmtr.415	ENSG00000005187.7	FALSE
chr16	20807560	20807560	1	+	prmtr.416	ENSG00000005187.7	TRUE
chr16	20817751	20817751	1	+	prmtr.417	ENSG00000005189.15	TRUE
chr16	20818479	20818479	1	+	prmtr.418	ENSG00000005189.15	FALSE
chr16	20832359	20832359	1	+	prmtr.419	ENSG00000005189.15	FALSE
chr16	20836884	20836884	1	+	prmtr.420	ENSG00000005189.15	TRUE
chr16	20839846	20839846	1	+	prmtr.421	ENSG00000005189.15	TRUE
chr16	20851175	20851175	1	+	prmtr.422	ENSG00000005189.15	TRUE
chr16	57464558	57464558	1	-	prmtr.423	ENSG00000005194.10	TRUE
chr16	57473125	57473125	1	-	prmtr.424	ENSG00000005194.10	FALSE
chr16	57475315	57475315	1	-	prmtr.425	ENSG00000005194.10	TRUE
chr16	57481440	57481440	1	-	prmtr.426	ENSG00000005194.10	FALSE
chr19	2328614	2328614	1	+	prmtr.427	ENSG00000005206.12	FALSE
chr19	2334628	2334628	1	+	prmtr.428	ENSG00000005206.12	TRUE
chr19	2337110	2337110	1	+	prmtr.429	ENSG00000005206.12	FALSE
chr19	2338759	2338759	1	+	prmtr.430	ENSG00000005206.12	TRUE
chr19	2339677	2339677	1	+	prmtr.431	ENSG00000005206.12	TRUE
chr19	2342720	2342720	1	+	prmtr.432	ENSG00000005206.12	TRUE
chr19	2351618	2351618	1	+	prmtr.433	ENSG00000005206.12	TRUE
chr9	35111585	35111585	1	-	prmtr.434	ENSG00000005238.15	TRUE
chr9	35112389	35112389	1	-	prmtr.435	ENSG00000005238.15	FALSE
chr9	35115893	35115893	1	-	prmtr.436	ENSG00000005238.15	FALSE
chr9	35116338	35116338	1	-	prmtr.437	ENSG00000005238.15	FALSE
chr17	46105926	46105926	1	-	prmtr.438	ENSG00000005243.5	TRUE
chr17	46106791	46106791	1	-	prmtr.439	ENSG00000005243.5	TRUE
chr17	46110648	46110648	1	-	prmtr.440	ENSG00000005243.5	TRUE
chr17	46111238	46111238	1	-	prmtr.441	ENSG00000005243.5	TRUE
chr17	46114272	46114272	1	-	prmtr.442	ENSG00000005243.5	TRUE
chr17	46115144	46115144	1	-	prmtr.443	ENSG00000005243.5	TRUE
chr17	46115392	46115392	1	-	prmtr.444	ENSG00000005243.5	FALSE
chr7	106685094	106685094	1	+	prmtr.445	ENSG00000005249.8	FALSE
chr7	106710070	106710070	1	+	prmtr.446	ENSG00000005249.8	FALSE
chr7	106732121	106732121	1	+	prmtr.447	ENSG00000005249.8	FALSE
chrX	11776278	11776278	1	+	prmtr.448	ENSG00000005302.13	FALSE
chrX	11776701	11776701	1	+	prmtr.449	ENSG00000005302.13	FALSE
chrX	11777671	11777671	1	+	prmtr.450	ENSG00000005302.13	TRUE
chrX	11778162	11778162	1	+	prmtr.451	ENSG00000005302.13	TRUE
chrX	11781007	11781007	1	+	prmtr.452	ENSG00000005302.13	TRUE
chrX	11783780	11783780	1	+	prmtr.453	ENSG00000005302.13	TRUE
chrX	11786432	11786432	1	+	prmtr.454	ENSG00000005302.13	TRUE
chr16	3787000	3787000	1	-	prmtr.455	ENSG00000005339.8	TRUE
chr16	3793469	3793469	1	-	prmtr.456	ENSG00000005339.8	TRUE
chr16	3794958	3794958	1	-	prmtr.457	ENSG00000005339.8	TRUE
chr16	3795655	3795655	1	-	prmtr.458	ENSG00000005339.8	TRUE
chr16	3801809	3801809	1	-	prmtr.459	ENSG00000005339.8	TRUE
chr16	3817833	3817833	1	-	prmtr.460	ENSG00000005339.8	TRUE
chr16	3820704	3820704	1	-	prmtr.461	ENSG00000005339.8	TRUE
chr16	3824747	3824747	1	-	prmtr.462	ENSG00000005339.8	TRUE
chr16	3828173	3828173	1	-	prmtr.463	ENSG00000005339.8	TRUE
chr16	3830868	3830868	1	-	prmtr.464	ENSG00000005339.8	TRUE
chr16	3930727	3930727	1	-	prmtr.465	ENSG00000005339.8	FALSE
chr17	56382749	56382749	1	-	prmtr.466	ENSG00000005379.11	NA
chr17	56384228	56384228	1	-	prmtr.467	ENSG00000005379.11	TRUE
chr17	56385952	56385952	1	-	prmtr.468	ENSG00000005379.11	TRUE
chr17	56388101	56388101	1	-	prmtr.469	ENSG00000005379.11	TRUE
chr17	56389349	56389349	1	-	prmtr.470	ENSG00000005379.11	TRUE
chr17	56400082	56400082	1	-	prmtr.471	ENSG00000005379.11	TRUE
chr17	56406152	56406152	1	-	prmtr.472	ENSG00000005379.11	FALSE
chr17	56350853	56350853	1	-	prmtr.473	ENSG00000005381.6	TRUE
chr17	56355480	56355480	1	-	prmtr.474	ENSG00000005381.6	FALSE
chr17	56356760	56356760	1	-	prmtr.475	ENSG00000005381.6	TRUE
chr17	56358296	56358296	1	-	prmtr.476	ENSG00000005381.6	FALSE
chr7	94931715	94931715	1	-	prmtr.477	ENSG00000005421.4	TRUE
chr7	94947899	94947899	1	-	prmtr.478	ENSG00000005421.4	TRUE
chr7	94954019	94954019	1	-	prmtr.479	ENSG00000005421.4	FALSE
chr7	95025673	95025673	1	-	prmtr.480	ENSG00000005421.4	FALSE
chr2	75893067	75893067	1	-	prmtr.481	ENSG00000005436.9	TRUE
chr2	75897340	75897340	1	-	prmtr.482	ENSG00000005436.9	FALSE
chr2	75915018	75915018	1	-	prmtr.483	ENSG00000005436.9	FALSE
chr2	75921605	75921605	1	-	prmtr.484	ENSG00000005436.9	TRUE
chr2	75928498	75928498	1	-	prmtr.485	ENSG00000005436.9	TRUE
chr2	75938115	75938115	1	-	prmtr.486	ENSG00000005436.9	FALSE
chr2	74648805	74648805	1	+	prmtr.487	ENSG00000005448.12	TRUE
chr2	74652000	74652000	1	+	prmtr.488	ENSG00000005448.12	TRUE
chr7	86974997	86974997	1	+	prmtr.489	ENSG00000005469.7	FALSE
chr7	86975651	86975651	1	+	prmtr.490	ENSG00000005469.7	TRUE
chr7	86990759	86990759	1	+	prmtr.491	ENSG00000005469.7	TRUE
chr7	87004551	87004551	1	+	prmtr.492	ENSG00000005469.7	TRUE
chr7	87005189	87005189	1	+	prmtr.493	ENSG00000005469.7	TRUE
chr7	87032695	87032695	1	-	prmtr.494	ENSG00000005471.11	TRUE
chr7	87037550	87037550	1	-	prmtr.495	ENSG00000005471.11	TRUE
chr7	87060816	87060816	1	-	prmtr.496	ENSG00000005471.11	TRUE
chr7	87104788	87104788	1	-	prmtr.497	ENSG00000005471.11	TRUE
chr7	87105055	87105055	1	-	prmtr.498	ENSG00000005471.11	FALSE
chr7	87109751	87109751	1	-	prmtr.499	ENSG00000005471.11	FALSE
chr7	104654626	104654626	1	+	prmtr.500	ENSG00000005483.15	FALSE
chr7	104678573	104678573	1	+	prmtr.501	ENSG00000005483.15	TRUE
chr7	104702365	104702365	1	+	prmtr.502	ENSG00000005483.15	TRUE
chr7	104717563	104717563	1	+	prmtr.503	ENSG00000005483.15	TRUE
chr7	104741918	104741918	1	+	prmtr.504	ENSG00000005483.15	TRUE
chr7	104748347	104748347	1	+	prmtr.505	ENSG00000005483.15	FALSE
chr7	104749487	104749487	1	+	prmtr.506	ENSG00000005483.15	TRUE
chr7	75471920	75471920	1	+	prmtr.507	ENSG00000005486.12	FALSE
chr7	75507409	75507409	1	+	prmtr.508	ENSG00000005486.12	FALSE
chr7	75508266	75508266	1	+	prmtr.509	ENSG00000005486.12	FALSE
chr7	75511362	75511362	1	+	prmtr.510	ENSG00000005486.12	TRUE
chr7	75512808	75512808	1	+	prmtr.511	ENSG00000005486.12	TRUE
chr16	1031808	1031808	1	+	prmtr.512	ENSG00000005513.9	TRUE
chr6	82883295	82883295	1	-	prmtr.513	ENSG00000005700.10	TRUE
chr6	82901571	82901571	1	-	prmtr.514	ENSG00000005700.10	TRUE
chr6	82915646	82915646	1	-	prmtr.515	ENSG00000005700.10	TRUE
chr6	82950282	82950282	1	-	prmtr.516	ENSG00000005700.10	TRUE
chr6	82957471	82957471	1	-	prmtr.517	ENSG00000005700.10	FALSE
chr11	3384061	3384061	1	-	prmtr.518	ENSG00000005801.12	TRUE
chr11	3388349	3388349	1	-	prmtr.519	ENSG00000005801.12	FALSE
chr11	3392377	3392377	1	-	prmtr.520	ENSG00000005801.12	TRUE
chr11	3394821	3394821	1	-	prmtr.521	ENSG00000005801.12	TRUE
chr11	3400448	3400448	1	-	prmtr.522	ENSG00000005801.12	FALSE
chr13	77661649	77661649	1	-	prmtr.523	ENSG00000005810.13	TRUE
chr13	77671781	77671781	1	-	prmtr.524	ENSG00000005810.13	TRUE
chr13	77692597	77692597	1	-	prmtr.525	ENSG00000005810.13	FALSE
chr13	77699563	77699563	1	-	prmtr.526	ENSG00000005810.13	TRUE
chr13	77700651	77700651	1	-	prmtr.527	ENSG00000005810.13	TRUE
chr13	77715078	77715078	1	-	prmtr.528	ENSG00000005810.13	TRUE
chr13	77724913	77724913	1	-	prmtr.529	ENSG00000005810.13	TRUE
chr13	77847646	77847646	1	-	prmtr.530	ENSG00000005810.13	FALSE
chr13	77901185	77901185	1	-	prmtr.531	ENSG00000005810.13	TRUE
chr13	77589716	77589716	1	-	prmtr.532	ENSG00000005812.6	FALSE
chr13	77592879	77592879	1	-	prmtr.533	ENSG00000005812.6	TRUE
chr13	77601330	77601330	1	-	prmtr.534	ENSG00000005812.6	FALSE
chr16	30483979	30483979	1	+	prmtr.535	ENSG00000005844.13	FALSE
chr16	30485322	30485322	1	+	prmtr.536	ENSG00000005844.13	TRUE
chr16	30495212	30495212	1	+	prmtr.537	ENSG00000005844.13	TRUE
chr16	30500204	30500204	1	+	prmtr.538	ENSG00000005844.13	FALSE
chr16	30500321	30500321	1	+	prmtr.539	ENSG00000005844.13	TRUE
chr16	30507753	30507753	1	+	prmtr.540	ENSG00000005844.13	FALSE
chr16	30510493	30510493	1	+	prmtr.541	ENSG00000005844.13	FALSE
chr16	30516193	30516193	1	+	prmtr.542	ENSG00000005844.13	TRUE
chr16	30520680	30520680	1	+	prmtr.543	ENSG00000005844.13	FALSE
chr16	30531077	30531077	1	+	prmtr.544	ENSG00000005844.13	TRUE
chr17	48172101	48172101	1	+	prmtr.545	ENSG00000005882.7	FALSE
chr17	48172639	48172639	1	+	prmtr.546	ENSG00000005882.7	FALSE
chr17	48173059	48173059	1	+	prmtr.547	ENSG00000005882.7	TRUE
chr17	48174877	48174877	1	+	prmtr.548	ENSG00000005882.7	TRUE
chr17	48181688	48181688	1	+	prmtr.549	ENSG00000005882.7	FALSE
chr17	48182643	48182643	1	+	prmtr.550	ENSG00000005882.7	TRUE
chr17	48183805	48183805	1	+	prmtr.551	ENSG00000005882.7	TRUE
chr17	48185365	48185365	1	+	prmtr.552	ENSG00000005882.7	TRUE
chr17	48133332	48133332	1	+	prmtr.553	ENSG00000005884.13	FALSE
chr17	48133432	48133432	1	+	prmtr.554	ENSG00000005884.13	TRUE
chr17	48140902	48140902	1	+	prmtr.555	ENSG00000005884.13	NA
chr17	48148237	48148237	1	+	prmtr.556	ENSG00000005884.13	FALSE
chr17	48149104	48149104	1	+	prmtr.557	ENSG00000005884.13	TRUE
chr17	48152824	48152824	1	+	prmtr.558	ENSG00000005884.13	TRUE
chr17	48153989	48153989	1	+	prmtr.559	ENSG00000005884.13	TRUE
chr17	48154764	48154764	1	+	prmtr.560	ENSG00000005884.13	TRUE
chr17	48155368	48155368	1	+	prmtr.561	ENSG00000005884.13	TRUE
chr17	48157681	48157681	1	+	prmtr.562	ENSG00000005884.13	FALSE
chr17	48163693	48163693	1	+	prmtr.563	ENSG00000005884.13	TRUE
chr17	48165577	48165577	1	+	prmtr.564	ENSG00000005884.13	TRUE
chrX	24167290	24167290	1	+	prmtr.565	ENSG00000005889.11	FALSE
chrX	24167746	24167746	1	+	prmtr.566	ENSG00000005889.11	FALSE
chrX	24167971	24167971	1	+	prmtr.567	ENSG00000005889.11	FALSE
chrX	24169543	24169543	1	+	prmtr.568	ENSG00000005889.11	FALSE
chrX	24169879	24169879	1	+	prmtr.569	ENSG00000005889.11	TRUE
chrX	24190832	24190832	1	+	prmtr.570	ENSG00000005889.11	TRUE
chrX	119582923	119582923	1	-	prmtr.571	ENSG00000005893.11	TRUE
chrX	119602847	119602847	1	-	prmtr.572	ENSG00000005893.11	FALSE
chrX	119603220	119603220	1	-	prmtr.573	ENSG00000005893.11	FALSE
chr17	34900737	34900737	1	+	prmtr.574	ENSG00000005955.8	FALSE
chr17	34901353	34901353	1	+	prmtr.575	ENSG00000005955.8	TRUE
chr17	34933087	34933087	1	+	prmtr.576	ENSG00000005955.8	TRUE
chr17	34942323	34942323	1	+	prmtr.577	ENSG00000005955.8	TRUE
chr17	34942564	34942564	1	+	prmtr.578	ENSG00000005955.8	TRUE
chr17	34943366	34943366	1	+	prmtr.579	ENSG00000005955.8	TRUE
chr17	42452063	42452063	1	-	prmtr.580	ENSG00000005961.13	FALSE
chr17	42453552	42453552	1	-	prmtr.581	ENSG00000005961.13	TRUE
chr17	42460865	42460865	1	-	prmtr.582	ENSG00000005961.13	TRUE
chr17	42462731	42462731	1	-	prmtr.583	ENSG00000005961.13	TRUE
chr17	42463177	42463177	1	-	prmtr.584	ENSG00000005961.13	TRUE
chr17	42466873	42466873	1	-	prmtr.585	ENSG00000005961.13	FALSE
chr7	95107756	95107756	1	+	prmtr.586	ENSG00000005981.8	FALSE
chr7	95115213	95115213	1	+	prmtr.587	ENSG00000005981.8	FALSE
chr16	19516454	19516454	1	-	prmtr.588	ENSG00000006007.7	TRUE
chr16	19528490	19528490	1	-	prmtr.589	ENSG00000006007.7	TRUE
chr16	19532910	19532910	1	-	prmtr.590	ENSG00000006007.7	FALSE
chr16	19533467	19533467	1	-	prmtr.591	ENSG00000006007.7	FALSE
chr19	18699495	18699495	1	+	prmtr.592	ENSG00000006015.13	FALSE
chr19	18700412	18700412	1	+	prmtr.593	ENSG00000006015.13	TRUE
chr19	18700682	18700682	1	+	prmtr.594	ENSG00000006015.13	NA
chr19	18704944	18704944	1	-	prmtr.595	ENSG00000006016.6	TRUE
chr19	18705245	18705245	1	-	prmtr.596	ENSG00000006016.6	FALSE
chr19	18709403	18709403	1	-	prmtr.597	ENSG00000006016.6	TRUE
chr19	18717660	18717660	1	-	prmtr.598	ENSG00000006016.6	FALSE
chr19	18718551	18718551	1	-	prmtr.599	ENSG00000006016.6	FALSE
chr17	45886481	45886481	1	-	prmtr.600	ENSG00000006025.7	FALSE
chr17	45894367	45894367	1	-	prmtr.601	ENSG00000006025.7	TRUE
chr17	45896504	45896504	1	-	prmtr.602	ENSG00000006025.7	TRUE
chr17	45898224	45898224	1	-	prmtr.603	ENSG00000006025.7	TRUE
chr17	45899200	45899200	1	-	prmtr.604	ENSG00000006025.7	FALSE
chr17	31254928	31254928	1	+	prmtr.605	ENSG00000006042.7	FALSE
chr17	31258052	31258052	1	+	prmtr.606	ENSG00000006042.7	TRUE
chr17	7193882	7193882	1	-	prmtr.607	ENSG00000006047.8	TRUE
chr17	7197934	7197934	1	-	prmtr.608	ENSG00000006047.8	TRUE
chr17	39507064	39507064	1	-	prmtr.609	ENSG00000006059.3	FALSE
chr17	43351333	43351333	1	-	prmtr.610	ENSG00000006062.9	TRUE
chr17	43364324	43364324	1	-	prmtr.611	ENSG00000006062.9	TRUE
chr17	43394414	43394414	1	-	prmtr.612	ENSG00000006062.9	FALSE
chr11	17417464	17417464	1	-	prmtr.613	ENSG00000006071.7	TRUE
chr11	17419055	17419055	1	-	prmtr.614	ENSG00000006071.7	TRUE
chr11	17424225	17424225	1	-	prmtr.615	ENSG00000006071.7	TRUE
chr11	17426108	17426108	1	-	prmtr.616	ENSG00000006071.7	TRUE
chr11	17428728	17428728	1	-	prmtr.617	ENSG00000006071.7	TRUE
chr11	17435099	17435099	1	-	prmtr.618	ENSG00000006071.7	TRUE
chr11	17436117	17436117	1	-	prmtr.619	ENSG00000006071.7	TRUE
chr11	17449640	17449640	1	-	prmtr.620	ENSG00000006071.7	TRUE
chr11	17464338	17464338	1	-	prmtr.621	ENSG00000006071.7	TRUE
chr11	17464980	17464980	1	-	prmtr.622	ENSG00000006071.7	TRUE
chr11	17498449	17498449	1	-	prmtr.623	ENSG00000006071.7	FALSE
chr17	34391640	34391640	1	+	prmtr.624	ENSG00000006074.4	FALSE
chr17	34397734	34397734	1	+	prmtr.625	ENSG00000006074.4	TRUE
chr17	34417515	34417515	1	-	prmtr.626	ENSG00000006075.11	TRUE
chr17	35877445	35877445	1	-	prmtr.627	ENSG00000006114.11	FALSE
chr17	35897580	35897580	1	-	prmtr.628	ENSG00000006114.11	TRUE
chr17	35902488	35902488	1	-	prmtr.629	ENSG00000006114.11	FALSE
chr17	35929022	35929022	1	-	prmtr.630	ENSG00000006114.11	TRUE
chr17	35936578	35936578	1	-	prmtr.631	ENSG00000006114.11	TRUE
chr17	35939512	35939512	1	-	prmtr.632	ENSG00000006114.11	FALSE
chr17	35945521	35945521	1	-	prmtr.633	ENSG00000006114.11	TRUE
chr17	35961035	35961035	1	-	prmtr.634	ENSG00000006114.11	TRUE
chr17	35969544	35969544	1	-	prmtr.635	ENSG00000006114.11	FALSE
chr16	24266874	24266874	1	+	prmtr.636	ENSG00000006116.3	FALSE
chr11	60691935	60691935	1	+	prmtr.637	ENSG00000006118.10	FALSE
chr11	60693176	60693176	1	+	prmtr.638	ENSG00000006118.10	FALSE
chr11	60694521	60694521	1	+	prmtr.639	ENSG00000006118.10	TRUE
chr11	60699227	60699227	1	+	prmtr.640	ENSG00000006118.10	FALSE
chr11	60699476	60699476	1	+	prmtr.641	ENSG00000006118.10	TRUE
chr11	60701469	60701469	1	+	prmtr.642	ENSG00000006118.10	FALSE
chr11	60701810	60701810	1	+	prmtr.643	ENSG00000006118.10	TRUE
chr11	60702790	60702790	1	+	prmtr.644	ENSG00000006118.10	TRUE
chr17	33905065	33905065	1	+	prmtr.645	ENSG00000006125.12	FALSE
chr17	33913918	33913918	1	+	prmtr.646	ENSG00000006125.12	FALSE
chr17	33914757	33914757	1	+	prmtr.647	ENSG00000006125.12	FALSE
chr17	33934856	33934856	1	+	prmtr.648	ENSG00000006125.12	FALSE
chr17	33948294	33948294	1	+	prmtr.649	ENSG00000006125.12	FALSE
chr17	33951601	33951601	1	+	prmtr.650	ENSG00000006125.12	FALSE
chr17	33977669	33977669	1	+	prmtr.651	ENSG00000006125.12	TRUE
chr17	34037195	34037195	1	+	prmtr.652	ENSG00000006125.12	TRUE
chr7	97361220	97361220	1	+	prmtr.653	ENSG00000006128.7	FALSE
chr7	97363266	97363266	1	+	prmtr.654	ENSG00000006128.7	TRUE
chr16	3313743	3313743	1	+	prmtr.655	ENSG00000006194.6	TRUE
chr16	3332943	3332943	1	+	prmtr.656	ENSG00000006194.6	FALSE
chr16	3340212	3340212	1	+	prmtr.657	ENSG00000006194.6	FALSE
chr16	57406370	57406370	1	+	prmtr.658	ENSG00000006210.6	FALSE
chr16	57410884	57410884	1	+	prmtr.659	ENSG00000006210.6	TRUE
chr17	48620419	48620419	1	+	prmtr.660	ENSG00000006282.15	FALSE
chr17	48624450	48624450	1	+	prmtr.661	ENSG00000006282.15	TRUE
chr17	48625360	48625360	1	+	prmtr.662	ENSG00000006282.15	TRUE
chr17	48626211	48626211	1	+	prmtr.663	ENSG00000006282.15	TRUE
chr17	48627469	48627469	1	+	prmtr.664	ENSG00000006282.15	TRUE
chr17	48627761	48627761	1	+	prmtr.665	ENSG00000006282.15	TRUE
chr17	48638429	48638429	1	+	prmtr.666	ENSG00000006283.13	FALSE
chr17	48646526	48646526	1	+	prmtr.667	ENSG00000006283.13	TRUE
chr17	48677086	48677086	1	+	prmtr.668	ENSG00000006283.13	TRUE
chr16	3068446	3068446	1	+	prmtr.669	ENSG00000006327.9	FALSE
chr16	3070313	3070313	1	+	prmtr.670	ENSG00000006327.9	TRUE
chr7	96634860	96634860	1	+	prmtr.671	ENSG00000006377.9	TRUE
chr7	96635805	96635805	1	+	prmtr.672	ENSG00000006377.9	TRUE
chr14	71219673	71219673	1	-	prmtr.673	ENSG00000006432.11	FALSE
chr14	71250162	71250162	1	-	prmtr.674	ENSG00000006432.11	FALSE
chr14	71276251	71276251	1	-	prmtr.675	ENSG00000006432.11	FALSE
chr7	39663082	39663082	1	+	prmtr.676	ENSG00000006451.3	FALSE
chr7	39663485	39663485	1	+	prmtr.677	ENSG00000006451.3	FALSE
chr7	39726286	39726286	1	+	prmtr.678	ENSG00000006451.3	TRUE
chr7	39740479	39740479	1	+	prmtr.679	ENSG00000006451.3	FALSE
chr7	97936269	97936269	1	-	prmtr.680	ENSG00000006453.9	FALSE
chr7	97984738	97984738	1	-	prmtr.681	ENSG00000006453.9	TRUE
chr7	98029649	98029649	1	-	prmtr.682	ENSG00000006453.9	FALSE
chr7	98030380	98030380	1	-	prmtr.683	ENSG00000006453.9	FALSE
chr7	139791941	139791941	1	-	prmtr.684	ENSG00000006459.6	TRUE
chr7	139818942	139818942	1	-	prmtr.685	ENSG00000006459.6	TRUE
chr7	139876835	139876835	1	-	prmtr.686	ENSG00000006459.6	FALSE
chr7	13946123	13946123	1	-	prmtr.687	ENSG00000006468.9	TRUE
chr7	14025145	14025145	1	-	prmtr.688	ENSG00000006468.9	FALSE
chr7	14026139	14026139	1	-	prmtr.689	ENSG00000006468.9	FALSE
chr7	14026650	14026650	1	-	prmtr.690	ENSG00000006468.9	FALSE
chr7	14028138	14028138	1	-	prmtr.691	ENSG00000006468.9	TRUE
chr7	14028498	14028498	1	-	prmtr.692	ENSG00000006468.9	FALSE
chr7	14028728	14028728	1	-	prmtr.693	ENSG00000006468.9	TRUE
chr7	14029642	14029642	1	-	prmtr.694	ENSG00000006468.9	TRUE
chr7	14030114	14030114	1	-	prmtr.695	ENSG00000006468.9	FALSE
chr7	14030315	14030315	1	-	prmtr.696	ENSG00000006468.9	FALSE
chr7	14030874	14030874	1	-	prmtr.697	ENSG00000006468.9	FALSE
chr7	14031050	14031050	1	-	prmtr.698	ENSG00000006468.9	FALSE
chr7	141250989	141250989	1	+	prmtr.699	ENSG00000006530.11	FALSE
chr7	141255253	141255253	1	+	prmtr.700	ENSG00000006530.11	TRUE
chr7	141301021	141301021	1	+	prmtr.701	ENSG00000006530.11	TRUE
chr7	141348931	141348931	1	+	prmtr.702	ENSG00000006530.11	TRUE
chr11	67776048	67776048	1	+	prmtr.703	ENSG00000006534.11	FALSE
chr11	67777790	67777790	1	+	prmtr.704	ENSG00000006534.11	FALSE
chr11	67782438	67782438	1	+	prmtr.705	ENSG00000006534.11	FALSE
chr11	67782764	67782764	1	+	prmtr.706	ENSG00000006534.11	TRUE
chr11	67786051	67786051	1	+	prmtr.707	ENSG00000006534.11	TRUE
chr11	67789312	67789312	1	+	prmtr.708	ENSG00000006534.11	TRUE
chr1	55253668	55253668	1	-	prmtr.709	ENSG00000006555.6	TRUE
chr1	55266940	55266940	1	-	prmtr.710	ENSG00000006555.6	FALSE
chr7	77428122	77428122	1	+	prmtr.711	ENSG00000006576.12	FALSE
chr7	77469447	77469447	1	+	prmtr.712	ENSG00000006576.12	TRUE
chr7	77535578	77535578	1	+	prmtr.713	ENSG00000006576.12	FALSE
chr7	77538252	77538252	1	+	prmtr.714	ENSG00000006576.12	TRUE
chr7	77549742	77549742	1	+	prmtr.715	ENSG00000006576.12	TRUE
